01, 0.50
02, 0.65
03, 0.73
04, 0.77
05, 0.79
06, 0.81
07, 0.82
08, 0.83
09, 0.83
10, 0.84
11, 0.84
12, 0.85
13, 0.85
14, 0.85
15, 0.85
16, 0.85
17, 0.85
18, 0.86
19, 0.86
20, 0.86
21, 0.86
22, 0.86
23, 0.86
24, 0.86
25, 0.86
26, 0.86
27, 0.86
28, 0.86
29, 0.86
30, 0.86
31, 0.86
32, 0.86
33, 0.86
34, 0.86
35, 0.86
36, 0.86
37, 0.86
38, 0.86
39, 0.86
40, 0.86
41, 0.86
42, 0.86
43, 0.86
44, 0.86
45, 0.86
46, 0.86
47, 0.86
48, 0.86
49, 0.86
50, 0.86
51, 0.86
52, 0.86
53, 0.86
54, 0.86
55, 0.86
56, 0.86
57, 0.86
58, 0.86
59, 0.86
60, 0.86
61, 0.86
62, 0.87
63, 0.87
64, 0.87
65, 0.87
66, 0.87
67, 0.87
68, 0.87
69, 0.87
70, 0.87
71, 0.87
72, 0.87
73, 0.87
74, 0.87
75, 0.87
76, 0.87
77, 0.87
78, 0.87
79, 0.87
80, 0.87
81, 0.87
82, 0.87
83, 0.87
84, 0.87
85, 0.87
86, 0.87
87, 0.87
88, 0.87
89, 0.87
90, 0.87
91, 0.87
92, 0.87
93, 0.87
94, 0.87
95, 0.87
96, 0.87
97, 0.87
98, 0.87
99, 0.87
